sheetId,assignmentId,groupIdTeamId,timestamp,methodName,buildSucceeded,sourceFilePresent,pairStatus,originalOutcome,testifyOutcome,originalMessage,testifyMessage,originalFailureSummary,testifyFailureSummary,originalOutput,testifyOutput,originalDuration,testifyDuration
"02","4","01_14","20231112152943","a) Avg3 Zufallstest","True","True","paired","Failed","Failed","Test method GdP23.S02.A4.Template.Tests+Tests.a) Avg3 Zufallstest threw exception: 
System.Exception: Falsifiable, after 1 test (3 shrinks) (11001698550054093747,16016731178045148709). 
Last step was invoked with size of 101 and seed of (2685040111757049919,12937450880335825029):
Original:
84N
92N
15N
Shrunk:
0N
0N
0N
with exception:
System.Exception: TODO
   at Zahlen.avg3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 13
   at GdP23.S02.A4.Template.Tests.a) Avg3 Zufallstest@46.Invoke(Nat x, Nat y, Nat z) in /workspace/Tests.fs:line 47
   at System.Lazy`1.ViaFactory(LazyThreadSafetyMode mode)
   at System.Lazy`1.ExecutionAndPublication(LazyHelper executionAndPublication, Boolean useDefaultConstructor)
   at System.Lazy`1.CreateValue()
   at FsCheck.Testable.Prop.safeForce[a](Lazy`1 body) in C:\Users\kurts\Projects\FsCheck\src\FsCheck\Testable.fs:line 156
","[EqualToReference] Failed property case: Zahlen.avg3 0N 0N 0N","Test method GdP23.S02.A4.Template.Tests+Tests.a) Avg3 Zufallstest threw exception: 
System.Exception: Falsifiable, after 1 test (3 shrinks) (11001698550054093747,16016731178045148709). 
Last step was invoked with size of 101 and seed of (2685040111757049919,12937450880335825029):
Original:
84N
92N
15N
Shrunk:
0N
0N
0N
with exception:
System.Exception: TODO
   at Zahlen.avg3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 13
   at GdP23.S02.A4.Template.Tests.a) Avg3 Zufallstest@46.Invoke(Nat x, Nat y, Nat z) in /workspace/Tests.fs:line 47
   at System.Lazy`1.ViaFactory(LazyThreadSafetyMode mode)
   at System.Lazy`1.ExecutionAndPublication(LazyHelper executionAndPublication, Boolean useDefaultConstructor)
   at System.Lazy`1.CreateValue()
   at FsCheck.Testable.Prop.safeForce[a](Lazy`1 body) in C:\Users\kurts\Projects\FsCheck\src\FsCheck\Testable.fs:line 156
","[EqualToReference] Failed property case: Zahlen.avg3 0N 0N 0N","Test method GdP23.S02.A4.Template.Tests+Tests.a) Avg3 Zufallstest threw exception: 
System.Exception: Falsifiable, after 1 test (3 shrinks) (11001698550054093747,16016731178045148709). 
Last step was invoked with size of 101 and seed of (2685040111757049919,12937450880335825029):
Original:
84N
92N
15N
Shrunk:
0N
0N
0N
with exception:
System.Exception: TODO
   at Zahlen.avg3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 13
   at GdP23.S02.A4.Template.Tests.a) Avg3 Zufallstest@46.Invoke(Nat x, Nat y, Nat z) in /workspace/Tests.fs:line 47
   at System.Lazy`1.ViaFactory(LazyThreadSafetyMode mode)
   at System.Lazy`1.ExecutionAndPublication(LazyHelper executionAndPublication, Boolean useDefaultConstructor)
   at System.Lazy`1.CreateValue()
   at FsCheck.Testable.Prop.safeForce[a](Lazy`1 body) in C:\Users\kurts\Projects\FsCheck\src\FsCheck\Testable.fs:line 156


   at Microsoft.FSharp.Core.PrintfModule.PrintFormatToStringThenFail@1448.Invoke(String message)
   at <StartupCode$FsCheck>.$Runner.get_throwingRunner@636.FsCheck.IRunner.OnFinished(String name, TestResult testResult) in C:\Users\kurts\Projects\FsCheck\src\FsCheck\Runner.fs:line 646
   at FsCheck.Runner.runner[a](Config config, a prop) in C:\Users\kurts\Projects\FsCheck\src\FsCheck\Runner.fs:line 431
   at GdP23.S02.A4.Template.Tests.Tests.a) Avg3 Zufallstest() in /workspace/Tests.fs:line 46
   at System.Reflection.MethodBaseInvoker.InterpretedInvoke_Method(Object obj, IntPtr* args)
   at System.Reflection.MethodBaseInvoker.InvokeWithNoArgs(Object obj, BindingFlags invokeAttr)
","Test method GdP23.S02.A4.Template.TestifyTests+TestifyTests.a) Avg3 Zufallstest threw exception: 
System.Exception: [EqualToReference] Failed property case: Zahlen.avg3 0N 0N 0N
Expected: 0N
Actual: Exception: TODO
Because: Tested code threw Exception: TODO but the reference returned 0N.","0.0348027","0.1262867"
"02","4","01_14","20231112152943","a) Beispiel 1","True","True","paired","Failed","Failed","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 1 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.avg3 2N 2N 2N","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 1 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.avg3 2N 2N 2N","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 1 threw exception: 
System.Exception: TODO

   at Zahlen.avg3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 13
   at GdP23.S02.A4.Template.Tests.Tests.a) Beispiel 1() in /workspace/Tests.fs:line 30
   at System.Reflection.MethodBaseInvoker.InterpretedInvoke_Method(Object obj, IntPtr* args)
   at System.Reflection.MethodBaseInvoker.InvokeWithNoArgs(Object obj, BindingFlags invokeAttr)
","Test method GdP23.S02.A4.Template.TestifyTests+TestifyTests.a) Beispiel 1 threw exception: 
System.Exception: [EqualTo] Failed test: Zahlen.avg3 2N 2N 2N
Expected: be equal to 2N
Actual: Exception: TODO
Because: Expression raised an exception before producing a value: Exception: TODO
testhost Information: 0 : FCS: Unknown.parseFile (/workspace/TestifySource/Mini.fs)
","0.0011074","0.2807354"
"02","4","01_14","20231112152943","a) Beispiel 2","True","True","paired","Failed","Failed","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 2 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.avg3 2N 5N 5N","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 2 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.avg3 2N 5N 5N","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 2 threw exception: 
System.Exception: TODO

   at Zahlen.avg3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 13
   at GdP23.S02.A4.Template.Tests.Tests.a) Beispiel 2() in /workspace/Tests.fs:line 34
   at System.Reflection.MethodBaseInvoker.InterpretedInvoke_Method(Object obj, IntPtr* args)
   at System.Reflection.MethodBaseInvoker.InvokeWithNoArgs(Object obj, BindingFlags invokeAttr)
","Test method GdP23.S02.A4.Template.TestifyTests+TestifyTests.a) Beispiel 2 threw exception: 
System.Exception: [EqualTo] Failed test: Zahlen.avg3 2N 5N 5N
Expected: be equal to 4N
Actual: Exception: TODO
Because: Expression raised an exception before producing a value: Exception: TODO","0.0009547","0.0075212"
"02","4","01_14","20231112152943","a) Beispiel 3","True","True","paired","Failed","Failed","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 3 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.avg3 5N 5N 2N","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 3 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.avg3 5N 5N 2N","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 3 threw exception: 
System.Exception: TODO

   at Zahlen.avg3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 13
   at GdP23.S02.A4.Template.Tests.Tests.a) Beispiel 3() in /workspace/Tests.fs:line 38
   at System.Reflection.MethodBaseInvoker.InterpretedInvoke_Method(Object obj, IntPtr* args)
   at System.Reflection.MethodBaseInvoker.InvokeWithNoArgs(Object obj, BindingFlags invokeAttr)
","Test method GdP23.S02.A4.Template.TestifyTests+TestifyTests.a) Beispiel 3 threw exception: 
System.Exception: [EqualTo] Failed test: Zahlen.avg3 5N 5N 2N
Expected: be equal to 4N
Actual: Exception: TODO
Because: Expression raised an exception before producing a value: Exception: TODO","0.0003967","0.0068939"
"02","4","01_14","20231112152943","a) Beispiel 4","True","True","paired","Failed","Failed","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 4 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.avg3 11N 6N 2N","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 4 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.avg3 11N 6N 2N","Test method GdP23.S02.A4.Template.Tests+Tests.a) Beispiel 4 threw exception: 
System.Exception: TODO

   at Zahlen.avg3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 13
   at GdP23.S02.A4.Template.Tests.Tests.a) Beispiel 4() in /workspace/Tests.fs:line 42
   at System.Reflection.MethodBaseInvoker.InterpretedInvoke_Method(Object obj, IntPtr* args)
   at System.Reflection.MethodBaseInvoker.InvokeWithNoArgs(Object obj, BindingFlags invokeAttr)
","Test method GdP23.S02.A4.Template.TestifyTests+TestifyTests.a) Beispiel 4 threw exception: 
System.Exception: [EqualTo] Failed test: Zahlen.avg3 11N 6N 2N
Expected: be equal to 6N
Actual: Exception: TODO
Because: Expression raised an exception before producing a value: Exception: TODO","0.0003049","0.0071002"
"02","4","01_14","20231112152943","b) Beispiel 1","True","True","paired","Failed","Failed","Test method GdP23.S02.A4.Template.Tests+Tests.b) Beispiel 1 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.min3 1N 3N 2N","Test method GdP23.S02.A4.Template.Tests+Tests.b) Beispiel 1 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.min3 1N 3N 2N","Test method GdP23.S02.A4.Template.Tests+Tests.b) Beispiel 1 threw exception: 
System.Exception: TODO

   at Zahlen.min3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 16
   at GdP23.S02.A4.Template.Tests.Tests.b) Beispiel 1() in /workspace/Tests.fs:line 56
   at System.Reflection.MethodBaseInvoker.InterpretedInvoke_Method(Object obj, IntPtr* args)
   at System.Reflection.MethodBaseInvoker.InvokeWithNoArgs(Object obj, BindingFlags invokeAttr)
","Test method GdP23.S02.A4.Template.TestifyTests+TestifyTests.b) Beispiel 1 threw exception: 
System.Exception: [EqualTo] Failed test: Zahlen.min3 1N 3N 2N
Expected: be equal to 1N
Actual: Exception: TODO
Because: Expression raised an exception before producing a value: Exception: TODO","0.0007788","0.0072284"
"02","4","01_14","20231112152943","b) Beispiel 2","True","True","paired","Failed","Failed","Test method GdP23.S02.A4.Template.Tests+Tests.b) Beispiel 2 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.min3 7N 7N 7N","Test method GdP23.S02.A4.Template.Tests+Tests.b) Beispiel 2 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.min3 7N 7N 7N","Test method GdP23.S02.A4.Template.Tests+Tests.b) Beispiel 2 threw exception: 
System.Exception: TODO

   at Zahlen.min3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 16
   at GdP23.S02.A4.Template.Tests.Tests.b) Beispiel 2() in /workspace/Tests.fs:line 60
   at System.Reflection.MethodBaseInvoker.InterpretedInvoke_Method(Object obj, IntPtr* args)
   at System.Reflection.MethodBaseInvoker.InvokeWithNoArgs(Object obj, BindingFlags invokeAttr)
","Test method GdP23.S02.A4.Template.TestifyTests+TestifyTests.b) Beispiel 2 threw exception: 
System.Exception: [EqualTo] Failed test: Zahlen.min3 7N 7N 7N
Expected: be equal to 7N
Actual: Exception: TODO
Because: Expression raised an exception before producing a value: Exception: TODO","0.0004893","0.0064498"
"02","4","01_14","20231112152943","b) Beispiel 3","True","True","paired","Failed","Failed","Test method GdP23.S02.A4.Template.Tests+Tests.b) Beispiel 3 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.min3 815N 42N 4711N","Test method GdP23.S02.A4.Template.Tests+Tests.b) Beispiel 3 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.min3 815N 42N 4711N","Test method GdP23.S02.A4.Template.Tests+Tests.b) Beispiel 3 threw exception: 
System.Exception: TODO

   at Zahlen.min3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 16
   at GdP23.S02.A4.Template.Tests.Tests.b) Beispiel 3() in /workspace/Tests.fs:line 64
   at System.Reflection.MethodBaseInvoker.InterpretedInvoke_Method(Object obj, IntPtr* args)
   at System.Reflection.MethodBaseInvoker.InvokeWithNoArgs(Object obj, BindingFlags invokeAttr)
","Test method GdP23.S02.A4.Template.TestifyTests+TestifyTests.b) Beispiel 3 threw exception: 
System.Exception: [EqualTo] Failed test: Zahlen.min3 815N 42N 4711N
Expected: be equal to 42N
Actual: Exception: TODO
Because: Expression raised an exception before producing a value: Exception: TODO","0.0004387","0.0054603"
"02","4","01_14","20231112152943","b) Maximum Zufallstest","True","True","paired","Failed","Failed","Test method GdP23.S02.A4.Template.Tests+Tests.b) Maximum Zufallstest threw exception: 
System.Exception: Falsifiable, after 1 test (3 shrinks) (3397728149755325258,14261521021623840389). 
Last step was invoked with size of 101 and seed of (2319454851236792687,13315354538885800343):
Original:
41N
92N
86N
Shrunk:
0N
0N
0N
with exception:
System.Exception: TODO
   at Zahlen.min3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 16
   at GdP23.S02.A4.Template.Tests.b) Maximum Zufallstest@68.Invoke(Nat x, Nat y, Nat z) in /workspace/Tests.fs:line 69
   at System.Lazy`1.ViaFactory(LazyThreadSafetyMode mode)
   at System.Lazy`1.ExecutionAndPublication(LazyHelper executionAndPublication, Boolean useDefaultConstructor)
   at System.Lazy`1.CreateValue()
   at FsCheck.Testable.Prop.safeForce[a](Lazy`1 body) in C:\Users\kurts\Projects\FsCheck\src\FsCheck\Testable.fs:line 156
","[EqualToReference] Failed property case: Zahlen.min3 0N 0N 0N","Test method GdP23.S02.A4.Template.Tests+Tests.b) Maximum Zufallstest threw exception: 
System.Exception: Falsifiable, after 1 test (3 shrinks) (3397728149755325258,14261521021623840389). 
Last step was invoked with size of 101 and seed of (2319454851236792687,13315354538885800343):
Original:
41N
92N
86N
Shrunk:
0N
0N
0N
with exception:
System.Exception: TODO
   at Zahlen.min3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 16
   at GdP23.S02.A4.Template.Tests.b) Maximum Zufallstest@68.Invoke(Nat x, Nat y, Nat z) in /workspace/Tests.fs:line 69
   at System.Lazy`1.ViaFactory(LazyThreadSafetyMode mode)
   at System.Lazy`1.ExecutionAndPublication(LazyHelper executionAndPublication, Boolean useDefaultConstructor)
   at System.Lazy`1.CreateValue()
   at FsCheck.Testable.Prop.safeForce[a](Lazy`1 body) in C:\Users\kurts\Projects\FsCheck\src\FsCheck\Testable.fs:line 156
","[EqualToReference] Failed property case: Zahlen.min3 0N 0N 0N","Test method GdP23.S02.A4.Template.Tests+Tests.b) Maximum Zufallstest threw exception: 
System.Exception: Falsifiable, after 1 test (3 shrinks) (3397728149755325258,14261521021623840389). 
Last step was invoked with size of 101 and seed of (2319454851236792687,13315354538885800343):
Original:
41N
92N
86N
Shrunk:
0N
0N
0N
with exception:
System.Exception: TODO
   at Zahlen.min3(Nat a, Nat b, Nat c) in /workspace/Zahlen.fs:line 16
   at GdP23.S02.A4.Template.Tests.b) Maximum Zufallstest@68.Invoke(Nat x, Nat y, Nat z) in /workspace/Tests.fs:line 69
   at System.Lazy`1.ViaFactory(LazyThreadSafetyMode mode)
   at System.Lazy`1.ExecutionAndPublication(LazyHelper executionAndPublication, Boolean useDefaultConstructor)
   at System.Lazy`1.CreateValue()
   at FsCheck.Testable.Prop.safeForce[a](Lazy`1 body) in C:\Users\kurts\Projects\FsCheck\src\FsCheck\Testable.fs:line 156


   at Microsoft.FSharp.Core.PrintfModule.PrintFormatToStringThenFail@1448.Invoke(String message)
   at <StartupCode$FsCheck>.$Runner.get_throwingRunner@636.FsCheck.IRunner.OnFinished(String name, TestResult testResult) in C:\Users\kurts\Projects\FsCheck\src\FsCheck\Runner.fs:line 646
   at FsCheck.Runner.runner[a](Config config, a prop) in C:\Users\kurts\Projects\FsCheck\src\FsCheck\Runner.fs:line 431
   at GdP23.S02.A4.Template.Tests.Tests.b) Maximum Zufallstest() in /workspace/Tests.fs:line 68
   at System.Reflection.MethodBaseInvoker.InterpretedInvoke_Method(Object obj, IntPtr* args)
   at System.Reflection.MethodBaseInvoker.InvokeWithNoArgs(Object obj, BindingFlags invokeAttr)
","Test method GdP23.S02.A4.Template.TestifyTests+TestifyTests.b) Maximum Zufallstest threw exception: 
System.Exception: [EqualToReference] Failed property case: Zahlen.min3 0N 0N 0N
Expected: 0N
Actual: Exception: TODO
Because: Tested code threw Exception: TODO but the reference returned 0N.","0.0026452","0.009629"
"02","4","01_14","20231112152943","c) Beispiel 1","True","True","paired","Failed","Failed","Test method GdP23.S02.A4.Template.Tests+Tests.c) Beispiel 1 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.ceil10 1N","Test method GdP23.S02.A4.Template.Tests+Tests.c) Beispiel 1 threw exception: 
System.Exception: TODO","[EqualTo] Failed test: Zahlen.ceil10 1N","Test method GdP23.S02.A4.Template.Tests+Tests.c) Beispiel 1 threw exception: 
System.Exception: TODO

   at Zahlen.ceil10(Nat a) in /workspace/Zahlen.fs:line 19
   at GdP23.S02.A4.Template.Tests.Tests.c) Beispiel 1() in /workspace/Tests.fs:line 78
   at System.Reflection.MethodBaseInvoker.InterpretedInvoke_Method(Object obj, IntPtr* args)
   at System.Reflection.MethodBaseInvoker.InvokeWithNoArgs(Object obj, BindingFlags invokeAttr)
","Test method GdP23.S02.A4.Template.TestifyTests+TestifyTests.c) Beispiel 1 threw exception: 
System.Exception: [EqualTo] Failed test: Zahlen.ceil10 1N
Expected: be equal to 10N
Actual: Exception: TODO
Because: Expression raised an exception before producing a value: Exception: TODO","0.0006995","0.0065439"
